compound,spacegroup,grueneisen_parameter,bulk_modulus,poisson_ratio,heat_capacity,thermal_conductivity,thermal_expansion,material_type,debye_temperature
O12Rh4Tb4,62,2.15589,185.8,0.327532,55.6892,3.24417,3.64E-05,Non-Metal,427.943
Na4S4,194,2.06021,28.7112,0.254174,24.2423,2.04933,0.000121009,Non-Metal,352.874
Ti1Zn3,221,2.2439,64.0754,0.276841,12.0842,3.75237,8.77E-05,Metal,314.884
Pb1S1,225,2.00364,48.073,0.26107,6.07147,6.10266,6.20E-05,Non-Metal,220.024
C1Ru3Th1,221,2.16714,209.939,0.281854,13.9465,13.4629,2.48E-05,Metal,407.019
B2Mn1,191,1.09402,144.026,0.204697,6.63838,113.623,2.42E-05,Metal,774.954
Cu2Er2Si2,194,2.01709,92.3733,0.228407,17.2967,7.74222,4.60E-05,Metal,355.935
Br2In10Se10,31,2.28298,41.3721,0.286079,67.9916,0.737562,7.97E-05,Non-Metal,219.12
C1Si1,225,2.14795,226.047,0.206966,3.5995,60.7937,2.71E-05,Metal,1026.21
In4Ir4Tb16,216,1.8264,65.6634,0.269709,71.8457,1.7586,4.19E-05,Metal,215.993
As2Ba1Ru2,139,2.22892,105.051,0.274208,14.5146,6.72884,3.80E-05,Metal,329.914
Cd33Na6,200,2.82858,20.8432,0.282632,142.154,0.168069,0.000243166,Metal,177.894
Au1Pb1Y1,216,2.29254,61.5533,0.312048,9.18598,2.82587,5.62E-05,Metal,184.905
Ag2Ge1Li1,225,2.48396,45.8962,0.331559,12.8729,1.19221,0.000127256,Metal,214.969
Ir3V1,221,2.28243,305.322,0.223474,10.8619,27.5918,1.98E-05,Metal,459.052
Hf4P4V4,62,2.00744,175.493,0.247518,32.8231,9.47271,2.78E-05,Metal,451.047
Cl6K2Re1,225,2.18017,33.7693,0.26348,27.4695,1.73555,8.88E-05,Non-Metal,279.843
Sn4Tb2,63,2.0871,55.4384,0.249128,18.1164,3.34686,5.52E-05,Metal,228.915
Ir1Sn2,225,2.47441,97.6549,0.378461,9.12685,2.16977,4.52E-05,Metal,190.923
N1Ta1,221,1.98265,289.318,0.244426,5.27153,48.3542,2.29E-05,Metal,517.025
Br4K2Pd1,123,2.36923,18.1964,0.272924,22.9106,0.746429,0.0001481,Non-Metal,187.028
Ge8W4,62,2.18228,159.101,0.219853,33.5599,7.78612,3.17E-05,Metal,411.916
Co4Ge4Mn4,62,2.38504,162.348,0.264919,32.949,5.05431,4.42E-05,Metal,475.022
Ir8Sc22,225,1.85513,96.7152,0.336414,87.9347,1.64529,3.62E-05,Metal,283.972
Ag2Bi2K4,20,2.20477,14.483,0.272393,26.4936,0.517687,0.000166348,Non-Metal,144.84
Cu2Dy1In1,225,2.17377,73.6848,0.301769,12.1062,3.50893,6.40E-05,Metal,250.07
Al1Li2Pt1,216,2.04199,74.2939,0.308999,11.9803,3.94679,7.82E-05,Metal,306.892
Dy1Zn1,221,1.70608,52.5032,0.269251,6.01784,7.77467,5.68E-05,Metal,219.952
Ba2Pd2,63,2.08308,30.0756,0.30673,12.5267,1.4559,8.97E-05,Metal,160.027
C2In2Nb4,194,2.0124,179.283,0.240475,21.4066,14.7137,2.52E-05,Metal,491.939
C4Co2Sc2,129,1.9242,212.004,0.278395,18.8026,16.7319,2.81E-05,Metal,703.821
Al12Tc2,63,1.98823,104.421,0.22983,36.4382,7.34628,4.07E-05,Metal,559.833
Bi8Ir4,14,2.38727,90.7004,0.281412,36.1791,1.98503,4.18E-05,Metal,216.01
Al2Au1,225,2.37064,87.7831,0.35921,9.08058,2.98829,5.90E-05,Metal,252.093
Ir4Sb12,204,2.34131,91.7587,0.244432,47.2274,2.72767,3.93E-05,Metal,285.968
Cd1Pd1,123,2.62733,92.6778,0.345485,6.13468,3.31255,6.51E-05,Metal,235.847
Ni2Tl2,194,2.49245,67.0704,0.360507,12.5311,1.21583,7.98E-05,Metal,176.95
Cu1Ti2,139,1.91197,112.939,0.27159,8.2797,15.9117,3.83E-05,Metal,444.09
C1Y1,225,1.99362,116.916,0.279353,5.49674,19.4086,3.79E-05,Metal,454.053
Rh4Sb12,204,2.3377,80.2721,0.255996,47.4306,2.275,4.48E-05,Metal,284.982
In1Ni2Sc1,225,2.14031,104.46,0.303305,11.6354,6.19793,5.05E-05,Metal,344.899
Ba1O3Pb1,221,2.40375,89.1805,0.2454,14.7089,5.00562,6.25E-05,Metal,349.886
Mg2Pb1,225,2.20877,29.1765,0.229463,9.43186,2.85965,0.000109793,Metal,223.996
Li1Tl1,221,2.38645,19.9454,0.241989,7.00166,1.49571,0.000233916,Metal,166.725
In1Pt4Tb1,216,2.44593,149.591,0.350308,17.9641,2.76246,3.58E-05,Metal,229.003
Ag2O4Sc2,194,2.05732,109.502,0.371736,23.273,2.61324,4.92E-05,Non-Metal,338.006
O1Pb1Yb3,221,2.0748,44.9564,0.172938,15.3422,3.88396,7.88E-05,Metal,224.922
Ba2O2,194,2.10698,60.5028,0.313733,12.0699,3.25459,6.46E-05,Non-Metal,257.035
Ge4La4,62,1.99082,60.1775,0.241721,23.7445,4.11553,4.79E-05,Metal,271.994
Cd1Cl8Na6,225,2.2514,21.2321,0.253463,48.3826,0.712819,0.000167688,Non-Metal,276.783
Ge4Rh4Ta4,62,2.17792,204.177,0.311031,34.1999,5.43679,2.63E-05,Metal,356.976
Os4S8,205,2.34264,175.981,0.207942,32.2543,8.91592,3.15E-05,Non-Metal,497.859
B1Be2,225,1.60106,134.748,0.143046,4.20005,79.8454,2.74E-05,Metal,1273.16
Rh3Sn3Th3,189,2.21208,110.607,0.314395,26.7036,3.16686,3.34E-05,Metal,248.967
La1Rh2Si2,139,2.16412,139.17,0.249093,13.888,11.9998,3.26E-05,Metal,427.975
Se4Tl4,140,2.39271,30.3777,0.298191,25.615,0.707499,0.000107252,Non-Metal,155.024
Co2Te4,58,2.17825,50.111,0.253567,18.305,2.74201,7.24E-05,Metal,241.919
Ca2Pd4,227,2.33137,78.5898,0.331555,18.1216,2.24617,6.10E-05,Metal,262.055
Ho3In3Pd3,189,2.16105,80.7568,0.362674,27.331,1.34196,4.99E-05,Metal,195.985
Au16Zr4,62,2.59578,118.176,0.366788,61.0714,0.663948,4.83E-05,Metal,194.096
La1Rh1Si3,107,2.08572,113.182,0.286388,14.1395,8.32496,3.83E-05,Metal,393.966
Pd2Si2Yb1,139,2.26654,99.6725,0.333236,14.9,3.3065,5.11E-05,Metal,279.107
Bi8Cu8Mn6,225,2.13132,56.0535,0.296888,67.4749,0.884624,7.22E-05,Metal,214.946
Pt4Sc2Si2,63,2.23359,162.646,0.322882,23.2667,4.53147,3.30E-05,Metal,314.003
Cd1Se1,216,2.1834,39.5457,0.357593,6.20762,2.03323,7.54E-05,Non-Metal,173.035
Pd4Sb4Sr2,129,2.31863,68.6844,0.394929,30.7384,0.654346,5.77E-05,Metal,174.022
Ga4Pd4,198,2.66267,113.836,0.336435,24.1026,1.87426,6.12E-05,Metal,293.031
N1V1,221,2.03125,290.025,0.212103,3.97184,78.8914,2.20E-05,Metal,914.993
Gd1O1,216,1.89963,94.8209,0.314818,5.86216,10.6193,4.04E-05,Metal,294.045
Na2Nb2S4,194,2.07701,95.5571,0.235193,21.6806,8.20829,4.30E-05,Non-Metal,490.947
Ni2Sn1Zr1,225,2.18448,133.229,0.351378,11.7157,4.99108,4.07E-05,Metal,308.099
Fe4Hf4P4,62,2.1449,137.157,0.254973,34.0199,5.44303,3.91E-05,Metal,390.964
P12Tc8,2,2.14982,194.142,0.223857,50.2852,9.21768,2.57E-05,Metal,603.884
Be26Ce2,226,1.65162,108.779,0.0850608,54.3683,13.9062,4.04E-05,Metal,946.056
Au1C2K1,123,1.96023,53.7927,0.284837,11.8721,4.92026,5.81E-05,Non-Metal,291.042
Cu2O2,15,2.22573,131.534,0.434587,12.0105,1.43012,6.00E-05,Metal,272.008
Si6Sr10,108,1.85564,32.0288,0.220288,48.0061,1.99372,7.08E-05,Metal,272.953
In1Pd3,139,2.57396,123.389,0.362686,12.0754,2.57066,5.12E-05,Metal,252.061
K5Sb4,12,2.09263,15.6367,0.255543,28.8776,0.771061,0.000132905,Metal,176.935
C1Rh3Y1,221,2.18819,186.344,0.327071,14.1305,8.19898,3.09E-05,Metal,386.016
C4Mo16Ni8,227,2.09848,253.971,0.301812,74.5014,5.36763,2.29E-05,Metal,500.951
In1Mg3,221,2.04849,33.6219,0.315259,12.4015,2.0439,0.000106553,Metal,251.977
Be1Pd1,221,2.07805,156.588,0.405934,5.89407,4.89646,4.63E-05,Metal,295.085
Au1Mg1,221,2.29775,66.9933,0.336452,6.18862,3.09628,7.71E-05,Metal,208.086
Co4Sb12,204,2.32505,72.8747,0.211711,47.3319,2.60821,5.31E-05,Non-Metal,309.999
Pt1Ti1,221,2.10415,169.811,0.445751,6.02322,2.13336,3.07E-05,Metal,169.023
Fe4P4Zr4,62,2.10514,128.517,0.244761,32.7265,6.81398,3.81E-05,Metal,473.127
As1Zr1,225,2.00887,111.757,0.295,5.74165,14.9441,3.38E-05,Metal,346.011
Th1Zn4,139,2.14763,72.9489,0.265639,14.9768,4.22784,6.08E-05,Metal,277.885
Se1Tb1,225,2.11119,74.6886,0.338615,6.03045,4.93335,4.72E-05,Metal,216.074
Nb2S2,194,2.15449,169.186,0.270288,10.709,16.6184,2.90E-05,Metal,497.877
Pd2Ta1,71,2.28791,190.026,0.348573,8.77054,7.50289,2.96E-05,Metal,291.941
N4Re2,12,2.1322,358.562,0.263066,14.8008,25.0373,2.12E-05,Metal,629.034
Ge2P4Zn2,122,2.1419,67.4683,0.229526,22.8156,5.07817,5.85E-05,Non-Metal,407.941
Er10Ge6,193,1.92526,71.4671,0.192593,47.1171,3.87765,4.37E-05,Metal,286.002
Sn1Te1,225,2.10233,36.4484,0.228786,6.12376,5.36039,6.93E-05,Non-Metal,210.983
Dy1Ru2Si2,139,2.03178,160.821,0.277951,13.9168,12.8768,2.86E-05,Metal,414.959
B2Ce1Ir3,191,2.20089,241.823,0.30465,16.9491,9.95806,2.57E-05,Metal,378.969
Ag1Au1Zn2,225,2.65667,76.6938,0.37434,12.6484,1.08876,8.96E-05,Metal,193.984
Ba1P2Rh2,139,2.21415,109.693,0.269558,14.3081,7.68038,3.88E-05,Metal,369.011
P2Sn6Zr10,193,2.00911,108.409,0.238677,51.1577,4.87582,3.28E-05,Metal,371.056
Cl1Rb1,225,2.37308,10.3391,0.283688,6.98243,0.837648,0.000240245,Non-Metal,154.765
Ba1Pt1Sn3,107,2.40179,52.3943,0.322715,15.4419,1.52975,6.51E-05,Metal,183.902
Bi4Rb12Se12,198,2.05028,19.2409,0.27589,88.6266,0.365827,0.000108798,Non-Metal,160.006
Hf1Ru3,221,1.73607,197.264,0.341698,11.513,12.5399,2.20E-05,Metal,311.973
Dy2Ga2Zn2,194,2.04514,66.6411,0.189249,17.7188,6.08711,5.89E-05,Metal,313.068
Ag36In16,215,2.8895,45.4655,0.303163,171.146,0.205451,0.000130664,Metal,203.152
P2Ru2Y1,139,2.19917,175.513,0.241895,13.3164,16.3747,2.86E-05,Metal,507.864
Ho4O14Sn4,227,2.13811,155.019,0.268858,60.098,4.25834,3.76E-05,Non-Metal,469.877
Fe2Ga1V1,225,2.1482,195.454,0.221535,10.1964,23.2164,3.19E-05,Non-Metal,588.189
C2Ga2Ta4,194,1.96652,209.691,0.258502,22.1136,13.4218,2.39E-05,Metal,422.074
C6Ir10,55,2.21227,258.367,0.386058,46.6196,2.33863,2.52E-05,Metal,291.039
Ce4Os8,194,2.1001,210.747,0.426269,35.8048,1.30507,2.18E-05,Metal,187.008
Al1Li2Pd1,216,2.06672,56.5316,0.331599,12.0988,2.80602,0.000100141,Metal,322.107
C1Mn3Sn1,221,1.40259,70.3192,0.258743,14.3614,11.2367,4.52E-05,Metal,340.028
Rh4S8,205,2.2029,117.979,0.370205,35.0253,1.94679,4.52E-05,Metal,328.017
C1Pt1,225,2.37956,243.04,0.422009,5.95386,3.85442,3.55E-05,Metal,248.065
C6N8,220,1.89933,413.56,0.165861,11.7151,61.2345,8.84E-06,Non-Metal,1739.67
Mg4O8Sn2,227,2.06063,130.539,0.301591,37.2208,4.63605,4.67E-05,Non-Metal,531.04
Au1C2Li1,187,1.93746,76.1443,0.285468,11.6419,6.58631,5.72E-05,Non-Metal,346.13
Ag2Bi2Yb2,186,2.18356,36.8619,0.286392,18.8078,1.2386,8.69E-05,Metal,157.998
B16C8Sc8,135,1.7294,193.313,0.190951,57.6915,15.3997,2.23E-05,Metal,1019.91
Pt2U2,63,2.40172,88.715,0.359712,12.2222,1.77279,4.50E-05,Metal,161.018
Fe4Nb4P4,62,2.1201,235.829,0.254645,30.2154,12.8386,2.39E-05,Metal,599.131
Ni4Si4,198,2.25279,165.687,0.369586,22.5752,3.41492,4.51E-05,Metal,415.03
Co2Ga1Ti1,225,1.15756,99.3715,0.263771,11.0857,31.807,3.12E-05,Metal,406.992
Bi6Tb8,220,2.04961,55.1577,0.309361,42.6613,1.15816,5.07E-05,Metal,170.986
In1Ni1,221,2.39954,105.608,0.335961,6.00162,5.21338,5.87E-05,Metal,281.902
Hg1Sr1,221,2.28915,21.9826,0.250433,6.50912,1.92926,0.000133873,Metal,151.891
F3La1,139,2.19727,110.887,0.366554,11.7689,3.49061,5.95E-05,Non-Metal,333.072
S4Zn4,186,1.99195,63.2554,0.287009,23.3631,3.51418,6.21E-05,Non-Metal,347.013
Bi4O14Sn4,227,2.23093,138.665,0.302113,62.5766,2.57219,4.21E-05,Non-Metal,389.854
Ce4Os8,194,2.09935,210.672,0.42847,35.8251,1.24431,2.18E-05,Metal,183.977
Ni1Sb1Tb1,216,2.11696,83.4403,0.249466,8.86038,8.36286,4.65E-05,Non-Metal,291.033
La3Sn1,221,1.91927,40.0445,0.297847,12.2002,2.63259,5.80E-05,Metal,177.042
B2F10Li4,141,1.90612,80.4493,0.265234,39.7555,4.24081,7.16E-05,Non-Metal,661.179
Cr4O12Te2,136,2.22796,188.577,0.267826,44.2923,6.43882,3.53E-05,Non-Metal,647.782
Br2Cu2,194,2.39897,29.9344,0.322172,12.9377,1.07008,0.000131885,Non-Metal,195.827
La10O3Si8,191,1.93837,76.8382,0.244807,60.6177,3.21651,4.12E-05,Metal,340.911
Ca4O12Rh4,62,2.22486,155.527,0.305769,53.1771,3.53915,4.28E-05,Non-Metal,529.806
Cu2Zr2,11,1.95546,105.157,0.390364,11.9112,3.10384,4.18E-05,Metal,244.05
Au1Er1Ni4,216,2.46374,113.627,0.277493,17.844,3.82708,6.06E-05,Metal,319.161
Ba4P4Pt4,198,2.27916,74.7493,0.325763,36.3105,1.41081,5.12E-05,Metal,222.953
As4Nb4Ni4,62,2.19366,179.89,0.330843,33.8906,4.31348,3.22E-05,Metal,389.998
Si2Y2,63,1.92472,84.9919,0.203826,11.0292,15.8899,3.84E-05,Metal,446.092
B4Sc2,227,1.82929,158.803,0.184733,12.211,31.5851,3.10E-05,Metal,888.897
Dy3In3Ir3,189,2.11054,106.904,0.362305,27.0585,1.83382,3.77E-05,Metal,201.019
Li84Si20,216,1.81068,25.8655,0.180005,286.301,0.728999,0.000153343,Metal,570.357
O24Se8Sn4,205,2.23936,98.2273,0.291291,100.346,1.74422,5.04E-05,Non-Metal,449.005
Ga2O12Y6,36,2.01076,144.363,0.303763,53.8544,4.24501,3.67E-05,Non-Metal,494.018
Cu3Te4V1,215,2.19726,50.9956,0.256805,24.1811,2.49759,6.43E-05,Non-Metal,257.903
Ba1Pd1Sn3,107,2.36772,46.3069,0.325448,15.5101,1.40064,7.22E-05,Metal,184.991
Au1C2Rb1,123,1.96421,48.5769,0.290394,11.9986,4.06764,5.87E-05,Non-Metal,256.065
Be2N4Si2,122,1.87208,227.521,0.187132,12.1704,41.6612,1.97E-05,Non-Metal,1193.75
Al1Tb1,221,1.80489,59.2764,0.266429,5.94271,9.82754,5.12E-05,Metal,263.938
B1Hf1,225,1.76396,165.859,0.281182,5.62877,27.0666,2.86E-05,Metal,383.037
B8W4,194,1.86613,306.993,0.220794,29.1127,22.5317,2.13E-05,Metal,651.884
Cd2Ge2Sr1,139,2.17327,40.3827,0.397683,15.7254,0.614525,8.91E-05,Metal,147.006
S2Zn2,186,1.99019,63.1819,0.29111,11.6995,5.45186,6.23E-05,Non-Metal,344.132
Er1In3,221,2.01962,50.1467,0.307005,12.2599,2.52106,6.64E-05,Metal,189.988
Hf2W4,227,1.82733,211.304,0.312597,17.3163,12.0792,1.82E-05,Metal,298.991
Br9Rb3Sb2,164,2.13102,18.7793,0.288246,44.683,0.505013,0.000118786,Non-Metal,165.064
C4Nb8,62,1.91343,236.418,0.26519,30.649,15.642,1.96E-05,Metal,568.035
As1Ho1,225,1.85645,74.1131,0.230414,5.88056,14.6724,4.06E-05,Metal,281.979
Ge2Ho2Sn2,63,2.07204,63.7875,0.249621,17.9859,3.94743,5.38E-05,Metal,253.048
Pt2W1,71,2.33412,272.774,0.30629,8.62152,14.6489,2.16E-05,Metal,328.039
Ce1Te1,225,2.03675,60.9785,0.348084,6.0514,4.01069,4.38E-05,Metal,183.987
Mg4Pt2,140,2.09342,76.7632,0.268492,17.7219,4.49778,5.63E-05,Metal,310.07
B6Os4,194,2.00943,334.179,0.247317,25.2757,19.4407,2.13E-05,Metal,588.932
Au1Dy1Pb1,216,2.31725,62.5712,0.31241,9.21093,2.63378,5.64E-05,Metal,173.945
H1Rh1,225,2.41126,184.407,0.324182,5.63007,10.0807,5.78E-05,Metal,446.951
Fe8W4,194,1.96504,176.889,0.362635,34.9093,3.29329,3.11E-05,Metal,301.969
Mo1Zn7,225,2.19521,83.8862,0.288307,23.807,2.89929,7.01E-05,Metal,320.857
Sn3Y1,221,2.1269,51.6301,0.382502,12.3071,1.20763,6.13E-05,Metal,159.919
As4O12Sr2,193,2.28067,136.939,0.281675,47.5068,3.96712,4.47E-05,Non-Metal,546.954
Ca3Cd3Sn3,189,2.16816,36.35,0.266871,27.8714,1.45146,8.74E-05,Metal,221.031
Au24Ge8Na8,205,2.67366,59.8878,0.353466,127.47,0.217615,9.39E-05,Non-Metal,171.981
Ho1Ru2Si2,139,2.03389,161.735,0.280276,13.9345,12.6234,2.86E-05,Metal,411.952
Au3Cu1,221,2.85252,103,0.347137,12.4554,1.63267,6.82E-05,Metal,202.904
O8Si2Zr2,141,1.99587,212.989,0.295058,28.2028,11.6101,2.61E-05,Non-Metal,703.075
Ir1V1,123,2.45878,205.939,0.272482,5.67208,17.3302,3.20E-05,Metal,385.902
C2O4,136,1.77028,97.1136,0.30703,14.1036,13.3189,3.44E-05,Non-Metal,707.019
Ba1Mg2Si2,139,1.99344,44.386,0.179374,14.4813,6.89108,7.07E-05,Metal,383.179
Cd1Cu4Er1,216,2.28667,82.8437,0.307051,18.1595,2.58204,6.95E-05,Metal,271.968
Ag2Y1,139,2.33012,55.6862,0.330852,9.28146,2.25299,7.62E-05,Metal,208.006
As4K12Se12,198,2.05036,21.1963,0.277312,87.9868,0.46922,0.000112137,Non-Metal,208.076
Au4Yb4,62,2.22381,40.6054,0.305366,25.1479,0.876301,8.66E-05,Metal,146.954
B2Ta2,63,1.86908,271.013,0.20232,10.2816,44.0279,2.07E-05,Metal,557.941
C4Ir2,140,2.16678,321.146,0.363007,16.5301,8.17866,2.80E-05,Metal,438.991
As2Sr4,139,1.84892,28.5129,0.21048,18.2579,3.18423,7.78E-05,Metal,234.991
C2In2Zr4,194,1.95307,131.013,0.2096,21.7713,13.5954,2.94E-05,Metal,462.944
Ru1Sb1Zr1,216,2.11986,130.152,0.352932,8.79791,6.76133,3.04E-05,Metal,278.939
Ba1Ge3Ir1,107,2.28288,79.431,0.268549,14.9242,4.27227,5.26E-05,Metal,278.082
In4S10Zn4,186,2.13697,58.852,0.300942,53.5476,1.46726,6.34E-05,Non-Metal,304.06
Ba2H2I2,129,2.07853,21.7441,0.257775,19.1897,1.17032,0.000130003,Non-Metal,182.019
Ho1Te1,225,2.01842,60.7326,0.350588,6.0749,3.6382,4.70E-05,Metal,173.003
Au2Sn2Tb2,194,2.34641,72.7143,0.301079,18.2704,2.27551,5.37E-05,Metal,209.031
N4W3,221,2.10511,324.383,0.371626,19.5347,7.69534,2.25E-05,Metal,401.023
N3Tc3,221,2.15687,303.263,0.293775,14.8934,19.6203,2.14E-05,Metal,620.116
Ge2Ho1Pd2,139,2.29724,106.573,0.368058,15.0387,2.3348,4.68E-05,Metal,235.909
Au2In1Th1,225,2.54112,84.0658,0.426593,12.3899,0.595008,5.21E-05,Metal,123.012
F3Sc1,221,2.05079,78.1162,0.30263,10.8798,7.78231,5.37E-05,Non-Metal,497.229
Pt4Sc4Si4,62,2.13261,141.5,0.309354,34.4568,4.11265,3.42E-05,Metal,349.058
Dy1Ga3,221,1.93159,60.4641,0.300461,12.0932,3.76552,6.56E-05,Metal,239.907
Ir2N2,194,2.31669,288.344,0.385639,11.5663,5.74304,2.95E-05,Metal,326.039
B1Rh3Zr1,221,2.14781,206.862,0.305027,13.8243,11.7181,2.75E-05,Metal,430.083
Pb2Sr2Zn2,194,2.17588,29.4733,0.189177,18.7601,2.09338,9.79E-05,Metal,206.095
Ca2O2,194,1.99004,78.8966,0.32435,11.1643,6.46607,5.53E-05,Non-Metal,445.101
Al2Ge2Y2,63,2.03659,74.8338,0.222518,17.1258,7.4396,5.02E-05,Metal,387.988
In1P1,216,2.2078,54.05,0.276936,5.98733,6.5522,6.17E-05,Non-Metal,286.11
Pr1Tl3,221,2.51651,30.7379,0.268235,12.9312,1.08623,0.000113965,Metal,144.954
Ag2Zr2,129,2.13871,88.845,0.322384,11.9153,4.37408,4.65E-05,Metal,263.96
Be26Lu2,226,1.57435,106.713,0.102993,59.0218,12.6346,4.43E-05,Metal,852.273
Al2N6Ta8,194,2.02682,252.69,0.312529,44.3611,6.4634,2.36E-05,Metal,416.023
Cs2O12Te4,227,2.49031,105.007,0.245966,50.3545,2.95947,5.32E-05,Metal,454.923
Al2Dy2Zn2,194,1.89989,65.7004,0.20328,17.5373,6.97469,5.37E-05,Metal,326.032
As1F6Na1,225,2.28353,63.9339,0.323128,23.0639,2.43343,7.77E-05,Non-Metal,420.734
Cs2Cu2O4,63,2.23128,49.2376,0.329219,24.4256,1.45598,7.96E-05,Non-Metal,261.993
Ge4Rh4Tb4,62,2.12509,116.058,0.319328,35.3475,2.83128,3.81E-05,Metal,281.956
O12Se4Sr4,62,2.06869,90.7192,0.324718,57.3543,1.96625,5.37E-05,Non-Metal,383.897
Cd2Sc4Se8,227,1.96371,55.3153,0.343679,42.08,1.30609,5.32E-05,Non-Metal,234.953
Er3Rh3Sn3,189,2.15858,101.976,0.326841,26.8472,2.58048,4.03E-05,Metal,243.986
Cd1Dy1Ni4,216,2.4354,99.7035,0.316373,18.0587,2.66903,6.68E-05,Metal,294.965
Hg1Te1,225,2.58451,38.9711,0.361428,6.40094,1.0645,9.46E-05,Metal,131.972
Tl3Yb1,221,2.51634,21.922,0.390864,13.5439,0.220066,0.000164519,Metal,84.0687
Ca1Rh2Si2,139,2.15162,129.177,0.242839,13.5939,12.5234,3.61E-05,Metal,478.11
C4Si4,186,1.85314,201.503,0.161125,13.2879,44.7162,1.95E-05,Non-Metal,1105.84
Sb6Zr6,63,2.03609,94.4207,0.243975,34.7368,4.94251,3.52E-05,Metal,326.09
Cl2F2Yb2,129,2.10204,51.4782,0.288083,18.4422,2.16643,9.08E-05,Non-Metal,250.919
Ho2Pt4,227,2.31152,153.682,0.317373,17.7919,4.40013,3.23E-05,Metal,251.981
Ni12P7Yb2,174,2.25449,148.328,0.325463,59.8537,2.20535,4.69E-05,Metal,394.928
Pt2Zr2,63,2.10887,159.986,0.356202,11.7793,5.84434,2.72E-05,Metal,256.969
Ba1Hg1,221,2.26215,19.0184,0.248619,6.4833,1.5592,0.000128589,Metal,131.009
Ge2Mg2O6,63,2.13272,177.355,0.359963,26.6514,4.25803,4.46E-05,Non-Metal,525.878
N3Re3,221,2.15031,347.221,0.29883,15.9971,17.7863,1.98E-05,Metal,493.999
Er4In2,194,1.82929,52.2291,0.295018,18.1743,2.7617,5.16E-05,Metal,187.038
La4O4Se3,38,2.03778,87.2614,0.303311,32.1175,3.2937,4.15E-05,Non-Metal,312.947
Cs2I6Pd1,225,2.51585,15.1351,0.257997,30.0901,0.455577,0.000156364,Non-Metal,141.907
Co1Si2,225,2.2255,167.108,0.34372,8.10338,10.4523,3.87E-05,Metal,495.097
Cd2Ho4S8,227,1.94148,63.5054,0.337408,41.8517,1.58386,4.79E-05,Non-Metal,241.91
V4Zr2,227,1.77869,131.788,0.48216,18.1773,0.256097,3.24E-05,Metal,116.028
Gd8S12,62,1.87721,77.9415,0.276636,58.3449,2.72927,4.20E-05,Non-Metal,310.076
C60K6,204,1.66921,180.758,0.29665,128.331,6.19389,2.09E-05,Non-Metal,935.911
Cl2Mg1,115,1.9941,28.2778,0.242728,8.9374,4.94904,9.30E-05,Non-Metal,344.829
Er10Sb6,193,2.05082,66.4308,0.276389,48.1294,1.78478,4.63E-05,Metal,218.958
O6Pt3Zn1,65,2.29863,196.206,0.360084,28.7814,3.12374,3.93E-05,Non-Metal,357.908
Er3In3Pt3,189,2.18112,97.5991,0.368695,27.2449,1.40254,4.23E-05,Metal,186.968
C2Si2,186,1.85473,201.751,0.163154,6.66395,70.3929,1.95E-05,Non-Metal,1103.25
Ni6Ta2,59,2.11457,201.394,0.332638,22.7907,5.7656,3.28E-05,Metal,367.994
Ge6Ir7Yb4,229,2.28201,137.121,0.247783,49.5858,3.44758,3.77E-05,Metal,316.903
Ca2Zn26,226,2.34213,52.3512,0.226521,86.1449,1.02746,0.000110215,Metal,320.176
Cu18Ga15Mg6,200,2.3933,73.008,0.309142,118.444,0.656778,8.65E-05,Metal,310.189
S12Sn2Ta6,193,1.9788,105.288,0.229639,56.353,5.03231,3.26E-05,Metal,391.042
Si4Ti4,62,1.95143,133.987,0.241967,20.162,13.932,3.17E-05,Metal,603.093
B2Pt2,194,2.16661,243.828,0.406558,11.7733,3.94053,3.21E-05,Metal,273.021
O10Ti6,63,1.96294,167.161,0.328966,40.3132,5.9605,3.12E-05,Non-Metal,603.166
Cd24P16,206,2.21554,48.8939,0.318343,122.642,0.495852,7.46E-05,Non-Metal,231.008
B1Rh3Sc1,221,2.1362,179.3,0.285498,13.7332,12.0816,3.12E-05,Metal,449.943
O4W2,136,2.11099,272.728,0.269699,15.4858,19.1694,2.35E-05,Metal,557.047
N4Se2Zr4,194,1.951,160.625,0.302604,27.2045,8.2412,2.85E-05,Non-Metal,462.017
Cr4Cu2Se8,227,2.20295,61.7019,0.35941,42.6607,0.888126,6.80E-05,Metal,235.966
O3Sr1Ti1,221,2.04082,156.175,0.217688,12.079,21.4744,3.35E-05,Non-Metal,670.946
Dy1Ge2Ru2,139,2.13789,143.667,0.310495,14.4375,7.2577,3.23E-05,Metal,330.981
Pt8V1,139,2.57514,228.095,0.367017,26.6878,2.45724,2.98E-05,Metal,254.024
In4Mg2S8,227,2.16654,62.6872,0.327874,41.6176,1.53715,5.94E-05,Non-Metal,300.027
F12Li2V4,136,2.1165,91.5589,0.300235,48.9551,2.58142,6.83E-05,Metal,518.192
Ag1Cd1,221,2.78256,47.4146,0.408564,6.58589,0.614437,0.000122852,Metal,137.911
Ir6Si2,140,2.31651,294.745,0.324859,22.7609,7.52045,2.21E-05,Metal,356.002
Ru4Sn6Y1,121,2.30558,108.315,0.301801,32.3393,2.99179,3.84E-05,Metal,296.084
K4O6Pb4,199,2.07889,43.3626,0.243622,42.6387,1.62271,8.29E-05,Non-Metal,264.081
Dy3Rh3Sn3,189,2.14664,99.8871,0.340365,26.9166,2.25861,4.04E-05,Metal,233.007
